"","quad","year","NRquad","totPnumber","totOldPnumber","QuadName","Grazing","Group"
"1","Q1",32,0,1,0,"E1 Q1","no","E1"
"2","Q1",33,0,1,1,"E1 Q1","no","E1"
"3","Q1",34,1,1,1,"E1 Q1","no","E1"
"4","Q1",35,1,2,1,"E1 Q1","no","E1"
"5","Q1",36,0,3,2,"E1 Q1","no","E1"
"6","Q1",37,0,2,2,"E1 Q1","no","E1"
"7","Q1",38,0,1,1,"E1 Q1","no","E1"
"8","Q1",39,0,1,1,"E1 Q1","no","E1"
"9","Q1",40,2,1,1,"E1 Q1","no","E1"
"10","Q1",41,0,3,1,"E1 Q1","no","E1"
"11","Q1",45,0,3,0,"E1 Q1","no","E1"
"12","Q10",30,0,7,0,"P1 E1 Q4","no","P1E1"
"13","Q10",31,0,4,4,"P1 E1 Q4","no","P1E1"
"14","Q10",32,0,2,2,"P1 E1 Q4","no","P1E1"
"15","Q10",33,2,3,3,"P1 E1 Q4","no","P1E1"
"16","Q10",34,2,5,3,"P1 E1 Q4","no","P1E1"
"17","Q10",35,0,4,2,"P1 E1 Q4","no","P1E1"
"18","Q10",36,3,3,3,"P1 E1 Q4","no","P1E1"
"19","Q10",37,16,6,3,"P1 E1 Q4","no","P1E1"
"20","Q10",38,2,21,5,"P1 E1 Q4","no","P1E1"
"21","Q10",39,2,11,9,"P1 E1 Q4","no","P1E1"
"22","Q10",40,12,12,10,"P1 E1 Q4","no","P1E1"
"23","Q10",41,22,23,11,"P1 E1 Q4","no","P1E1"
"24","Q10",45,10,28,0,"P1 E1 Q4","no","P1E1"
"25","Q10",46,0,28,18,"P1 E1 Q4","no","P1E1"
"26","Q10",49,10,14,5,"P1 E1 Q4","no","P1E1"
"27","Q10",50,0,21,11,"P1 E1 Q4","no","P1E1"
"28","Q10",51,0,3,3,"P1 E1 Q4","no","P1E1"
"29","Q10",54,8,4,2,"P1 E1 Q4","no","P1E1"
"30","Q10",55,9,9,1,"P1 E1 Q4","no","P1E1"
"31","Q10",56,1,17,8,"P1 E1 Q4","no","P1E1"
"32","Q11",30,1,1,0,"P1 Q1","yes","P1"
"33","Q11",31,0,1,0,"P1 Q1","yes","P1"
"34","Q11",38,0,1,0,"P1 Q1","yes","P1"
"35","Q12",30,0,7,0,"P1 Q2","yes","P1"
"36","Q12",31,2,6,6,"P1 Q2","yes","P1"
"37","Q12",32,10,5,3,"P1 Q2","yes","P1"
"38","Q12",33,1,15,5,"P1 Q2","yes","P1"
"39","Q12",34,1,7,6,"P1 Q2","yes","P1"
"40","Q12",35,1,8,7,"P1 Q2","yes","P1"
"41","Q12",36,5,8,7,"P1 Q2","yes","P1"
"42","Q12",37,4,11,6,"P1 Q2","yes","P1"
"43","Q12",38,3,14,10,"P1 Q2","yes","P1"
"44","Q12",39,0,14,11,"P1 Q2","yes","P1"
"45","Q12",40,3,11,11,"P1 Q2","yes","P1"
"46","Q12",45,5,41,0,"P1 Q2","yes","P1"
"47","Q12",46,4,22,17,"P1 Q2","yes","P1"
"48","Q12",49,8,22,19,"P1 Q2","yes","P1"
"49","Q12",50,1,24,16,"P1 Q2","yes","P1"
"50","Q12",51,1,20,19,"P1 Q2","yes","P1"
"51","Q12",54,2,19,15,"P1 Q2","yes","P1"
"52","Q12",55,0,17,15,"P1 Q2","yes","P1"
"53","Q13",33,0,3,0,"P1 Q3","yes","P1"
"54","Q13",34,0,1,1,"P1 Q3","yes","P1"
"55","Q13",35,0,1,1,"P1 Q3","yes","P1"
"56","Q13",36,0,1,1,"P1 Q3","yes","P1"
"57","Q13",37,1,1,1,"P1 Q3","yes","P1"
"58","Q13",38,0,2,1,"P1 Q3","yes","P1"
"59","Q13",39,0,2,2,"P1 Q3","yes","P1"
"60","Q13",40,1,1,1,"P1 Q3","yes","P1"
"61","Q13",41,0,2,1,"P1 Q3","yes","P1"
"62","Q13",45,1,4,0,"P1 Q3","yes","P1"
"63","Q13",46,0,4,3,"P1 Q3","yes","P1"
"64","Q13",49,1,2,1,"P1 Q3","yes","P1"
"65","Q13",56,0,1,0,"P1 Q3","yes","P1"
"66","Q14",30,0,2,0,"P1 Q4","yes","P1"
"67","Q14",31,0,2,2,"P1 Q4","yes","P1"
"68","Q14",32,0,2,2,"P1 Q4","yes","P1"
"69","Q14",33,2,2,2,"P1 Q4","yes","P1"
"70","Q14",34,0,4,2,"P1 Q4","yes","P1"
"71","Q14",35,1,2,2,"P1 Q4","yes","P1"
"72","Q14",36,0,3,2,"P1 Q4","yes","P1"
"73","Q14",37,7,2,2,"P1 Q4","yes","P1"
"74","Q14",38,1,10,3,"P1 Q4","yes","P1"
"75","Q14",39,3,5,4,"P1 Q4","yes","P1"
"76","Q14",40,4,6,3,"P1 Q4","yes","P1"
"77","Q14",41,1,9,5,"P1 Q4","yes","P1"
"78","Q14",45,0,8,0,"P1 Q4","yes","P1"
"79","Q14",46,3,6,6,"P1 Q4","yes","P1"
"80","Q14",49,0,7,5,"P1 Q4","yes","P1"
"81","Q14",56,2,6,0,"P1 Q4","yes","P1"
"82","Q15",30,0,77,0,"P2 Q1","yes","P2"
"83","Q15",31,0,1,1,"P2 Q1","yes","P2"
"84","Q15",56,1,5,0,"P2 Q1","yes","P2"
"85","Q16",30,1,31,0,"P2 Q2","yes","P2"
"86","Q16",31,3,16,15,"P2 Q2","yes","P2"
"87","Q16",34,2,17,11,"P2 Q2","yes","P2"
"88","Q16",56,0,8,0,"P2 Q2","yes","P2"
"89","Q17",30,1,10,0,"P2 Q3","yes","P2"
"90","Q17",31,0,9,8,"P2 Q3","yes","P2"
"91","Q17",34,0,9,7,"P2 Q3","yes","P2"
"92","Q17",56,2,3,0,"P2 Q3","yes","P2"
"93","Q18",30,0,17,0,"P2 Q4","yes","P2"
"94","Q18",31,2,10,10,"P2 Q4","yes","P2"
"95","Q18",34,3,12,9,"P2 Q4","yes","P2"
"96","Q18",56,6,17,0,"P2 Q4","yes","P2"
"97","Q19",38,0,1,0,"P7 E1 Q1","no","P7E1"
"98","Q19",39,0,1,1,"P7 E1 Q1","no","P7E1"
"99","Q19",40,0,1,1,"P7 E1 Q1","no","P7E1"
"100","Q19",41,1,1,1,"P7 E1 Q1","no","P7E1"
"101","Q2",37,0,3,0,"E1 Q2","no","E1"
"102","Q2",38,0,1,1,"E1 Q2","no","E1"
"103","Q2",40,2,4,1,"E1 Q2","no","E1"
"104","Q2",41,0,4,2,"E1 Q2","no","E1"
"105","Q2",45,1,5,0,"E1 Q2","no","E1"
"106","Q2",46,1,5,4,"E1 Q2","no","E1"
"107","Q2",49,0,4,4,"E1 Q2","no","E1"
"108","Q2",50,0,2,2,"E1 Q2","no","E1"
"109","Q2",51,1,3,3,"E1 Q2","no","E1"
"110","Q2",54,0,2,2,"E1 Q2","no","E1"
"111","Q2",55,0,2,2,"E1 Q2","no","E1"
"112","Q20",26,0,1,0,"P7 E1 Q2","no","P7E1"
"113","Q20",29,2,2,1,"P7 E1 Q2","no","P7E1"
"114","Q20",30,0,4,2,"P7 E1 Q2","no","P7E1"
"115","Q20",31,0,1,1,"P7 E1 Q2","no","P7E1"
"116","Q20",32,0,1,1,"P7 E1 Q2","no","P7E1"
"117","Q20",33,1,1,1,"P7 E1 Q2","no","P7E1"
"118","Q20",34,0,2,1,"P7 E1 Q2","no","P7E1"
"119","Q20",35,0,1,1,"P7 E1 Q2","no","P7E1"
"120","Q20",36,0,1,1,"P7 E1 Q2","no","P7E1"
"121","Q20",37,0,1,1,"P7 E1 Q2","no","P7E1"
"122","Q20",38,0,1,1,"P7 E1 Q2","no","P7E1"
"123","Q20",39,1,1,1,"P7 E1 Q2","no","P7E1"
"124","Q20",40,0,2,1,"P7 E1 Q2","no","P7E1"
"125","Q20",41,1,2,2,"P7 E1 Q2","no","P7E1"
"126","Q20",45,1,4,0,"P7 E1 Q2","no","P7E1"
"127","Q20",46,0,4,3,"P7 E1 Q2","no","P7E1"
"128","Q20",49,2,2,2,"P7 E1 Q2","no","P7E1"
"129","Q20",50,3,4,2,"P7 E1 Q2","no","P7E1"
"130","Q20",51,0,6,3,"P7 E1 Q2","no","P7E1"
"131","Q20",54,3,1,1,"P7 E1 Q2","no","P7E1"
"132","Q20",55,0,4,1,"P7 E1 Q2","no","P7E1"
"133","Q22",30,1,3,0,"P7 E1 Q4","no","P7E1"
"134","Q22",31,0,3,2,"P7 E1 Q4","no","P7E1"
"135","Q22",32,1,3,3,"P7 E1 Q4","no","P7E1"
"136","Q22",33,1,4,3,"P7 E1 Q4","no","P7E1"
"137","Q22",34,5,4,3,"P7 E1 Q4","no","P7E1"
"138","Q22",35,1,7,2,"P7 E1 Q4","no","P7E1"
"139","Q22",36,0,7,6,"P7 E1 Q4","no","P7E1"
"140","Q22",37,2,6,6,"P7 E1 Q4","no","P7E1"
"141","Q22",38,0,7,5,"P7 E1 Q4","no","P7E1"
"142","Q22",39,4,4,4,"P7 E1 Q4","no","P7E1"
"143","Q22",40,7,9,5,"P7 E1 Q4","no","P7E1"
"144","Q22",41,5,13,6,"P7 E1 Q4","no","P7E1"
"145","Q22",45,0,18,0,"P7 E1 Q4","no","P7E1"
"146","Q22",46,2,6,6,"P7 E1 Q4","no","P7E1"
"147","Q22",49,2,13,6,"P7 E1 Q4","no","P7E1"
"148","Q22",50,1,12,10,"P7 E1 Q4","no","P7E1"
"149","Q22",51,1,10,9,"P7 E1 Q4","no","P7E1"
"150","Q22",54,0,6,5,"P7 E1 Q4","no","P7E1"
"151","Q22",55,5,5,5,"P7 E1 Q4","no","P7E1"
"152","Q23",37,0,1,0,"P10 E1 Q1","no","P10E1"
"153","Q23",38,0,1,1,"P10 E1 Q1","no","P10E1"
"154","Q23",39,0,1,1,"P10 E1 Q1","no","P10E1"
"155","Q23",40,0,1,1,"P10 E1 Q1","no","P10E1"
"156","Q23",41,0,1,1,"P10 E1 Q1","no","P10E1"
"157","Q23",45,0,1,0,"P10 E1 Q1","no","P10E1"
"158","Q23",46,0,1,1,"P10 E1 Q1","no","P10E1"
"159","Q23",49,0,1,1,"P10 E1 Q1","no","P10E1"
"160","Q23",50,0,1,1,"P10 E1 Q1","no","P10E1"
"161","Q23",51,0,1,1,"P10 E1 Q1","no","P10E1"
"162","Q23",54,0,2,1,"P10 E1 Q1","no","P10E1"
"163","Q23",55,1,1,1,"P10 E1 Q1","no","P10E1"
"164","Q24",41,3,1,0,"P10 E1 Q2","no","P10E1"
"165","Q24",45,0,2,0,"P10 E1 Q2","no","P10E1"
"166","Q24",46,0,1,1,"P10 E1 Q2","no","P10E1"
"167","Q24",49,0,4,1,"P10 E1 Q2","no","P10E1"
"168","Q24",50,0,2,2,"P10 E1 Q2","no","P10E1"
"169","Q24",51,0,1,1,"P10 E1 Q2","no","P10E1"
"170","Q24",54,0,1,1,"P10 E1 Q2","no","P10E1"
"171","Q24",55,0,1,1,"P10 E1 Q2","no","P10E1"
"172","Q25",41,0,1,0,"P10 E1 Q3","no","P10E1"
"173","Q25",54,2,1,0,"P10 E1 Q3","no","P10E1"
"174","Q25",55,0,2,0,"P10 E1 Q3","no","P10E1"
"175","Q26",45,0,1,0,"P10 E1 Q4","no","P10E1"
"176","Q3",38,0,1,0,"E1 Q3","no","E1"
"177","Q3",39,0,1,1,"E1 Q3","no","E1"
"178","Q3",40,1,1,1,"E1 Q3","no","E1"
"179","Q3",41,0,2,1,"E1 Q3","no","E1"
"180","Q3",45,0,4,0,"E1 Q3","no","E1"
"181","Q3",46,0,2,2,"E1 Q3","no","E1"
"182","Q3",49,0,2,1,"E1 Q3","no","E1"
"183","Q3",50,0,2,2,"E1 Q3","no","E1"
"184","Q3",51,1,1,1,"E1 Q3","no","E1"
"185","Q3",54,0,1,1,"E1 Q3","no","E1"
"186","Q3",55,0,1,1,"E1 Q3","no","E1"
"187","Q7",29,0,2,0,"P1 E1 Q1","no","P1E1"
"188","Q7",30,0,1,1,"P1 E1 Q1","no","P1E1"
"189","Q7",31,0,1,1,"P1 E1 Q1","no","P1E1"
"190","Q7",32,0,1,1,"P1 E1 Q1","no","P1E1"
"191","Q7",33,0,1,1,"P1 E1 Q1","no","P1E1"
"192","Q7",34,0,1,1,"P1 E1 Q1","no","P1E1"
"193","Q8",26,1,3,0,"P1 E1 Q2","no","P1E1"
"194","Q8",29,1,3,2,"P1 E1 Q2","no","P1E1"
"195","Q8",30,2,3,2,"P1 E1 Q2","no","P1E1"
"196","Q8",31,0,5,3,"P1 E1 Q2","no","P1E1"
"197","Q8",32,1,2,2,"P1 E1 Q2","no","P1E1"
"198","Q8",33,1,2,1,"P1 E1 Q2","no","P1E1"
"199","Q8",34,2,2,1,"P1 E1 Q2","no","P1E1"
"200","Q8",35,2,3,1,"P1 E1 Q2","no","P1E1"
"201","Q8",36,0,5,3,"P1 E1 Q2","no","P1E1"
"202","Q8",37,10,3,3,"P1 E1 Q2","no","P1E1"
"203","Q8",38,0,14,4,"P1 E1 Q2","no","P1E1"
"204","Q8",39,1,7,7,"P1 E1 Q2","no","P1E1"
"205","Q8",40,9,6,5,"P1 E1 Q2","no","P1E1"
"206","Q8",41,11,16,7,"P1 E1 Q2","no","P1E1"
"207","Q8",45,7,21,0,"P1 E1 Q2","no","P1E1"
"208","Q8",46,1,19,12,"P1 E1 Q2","no","P1E1"
"209","Q8",49,8,13,5,"P1 E1 Q2","no","P1E1"
"210","Q8",50,1,17,9,"P1 E1 Q2","no","P1E1"
"211","Q8",51,2,8,7,"P1 E1 Q2","no","P1E1"
"212","Q8",54,3,8,4,"P1 E1 Q2","no","P1E1"
"213","Q8",55,4,9,6,"P1 E1 Q2","no","P1E1"
"214","Q8",56,2,13,9,"P1 E1 Q2","no","P1E1"
"215","Q9",38,0,2,0,"P1 E1 Q3","no","P1E1"
"216","Q9",39,0,1,1,"P1 E1 Q3","no","P1E1"
